service_id,service_alias,source_type,source_run_dir,source_checkpoint_name,source_checkpoint_path,client_name,round_index,checkpoint_kind,category,original_client_id,functional_task_type,functional_input_modality,functional_input_shape,functional_output_type,functional_label_space,functional_label_count,functional_data_domain,functional_corruption_category,functional_num_samples,functional_class_distribution,train_loss,evaluation_split,evaluation_accuracy,latency_seconds,trial_evaluation_time_seconds,reliability_profile_time_seconds,profile_build_time_seconds,quality_factor,reliability_score,prediction_distribution,weights_file
clean+translate71,clean+translate71,corrupt_fl,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/FL_C/artifacts/federated_artifact_corrupt/clean_translate,client_11_round_8.pt,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/FL_C/artifacts/federated_artifact_corrupt/clean_translate/clients/client_11_round_8.pt,client_11,8,round_snapshot,clean+translate,client_11,digit_classification,mnist_image,1x28x28,digit_label,digits_0_9,10,mnist_c_clean+translate,clean+translate,1297,"{""0"": 74, ""1"": 283, ""2"": 67, ""3"": 90, ""4"": 181, ""5"": 86, ""6"": 167, ""7"": 67, ""8"": 55, ""9"": 227}",0.07089261758620992,test,0.8986,2.071065457999964,2.0712118330000067,0.24715449999996508,2.417108457999973,0.8985999999999998,0.9084595476659312,"[0.0994, 0.1234, 0.0954, 0.1008, 0.098, 0.0816, 0.0766, 0.0946, 0.1036, 0.1266]",/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/traditional adaptive composition techniques/client_profiles/weights/clean+translate71.pt
clean+translate72,clean+translate72,corrupt_fl,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/FL_C/artifacts/federated_artifact_corrupt/clean_translate,client_11_round_9.pt,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/FL_C/artifacts/federated_artifact_corrupt/clean_translate/clients/client_11_round_9.pt,client_11,9,round_snapshot,clean+translate,client_11,digit_classification,mnist_image,1x28x28,digit_label,digits_0_9,10,mnist_c_clean+translate,clean+translate,1297,"{""0"": 74, ""1"": 283, ""2"": 67, ""3"": 90, ""4"": 181, ""5"": 86, ""6"": 167, ""7"": 67, ""8"": 55, ""9"": 227}",0.08097820664106896,test,0.9008,2.219579916999976,2.219881291999968,0.2216497919999938,2.482404583999994,0.9007999999999999,0.9146569804284889,"[0.1002, 0.1234, 0.0992, 0.0842, 0.103, 0.1018, 0.094, 0.0998, 0.0834, 0.111]",/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/traditional adaptive composition techniques/client_profiles/weights/clean+translate72.pt
clean+translate73,clean+translate73,corrupt_fl,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/FL_C/artifacts/federated_artifact_corrupt/clean_translate,client_11_round_10.pt,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/FL_C/artifacts/federated_artifact_corrupt/clean_translate/clients/client_11_round_10.pt,client_11,10,round_snapshot,clean+translate,client_11,digit_classification,mnist_image,1x28x28,digit_label,digits_0_9,10,mnist_c_clean+translate,clean+translate,1297,"{""0"": 74, ""1"": 283, ""2"": 67, ""3"": 90, ""4"": 181, ""5"": 86, ""6"": 167, ""7"": 67, ""8"": 55, ""9"": 227}",0.08090022498050309,test,0.907,2.125642959000004,2.125789709000003,0.22195433300004197,2.4520277500000134,0.9069999999999998,0.9341999879320084,"[0.0934, 0.1318, 0.0998, 0.1036, 0.0928, 0.0916, 0.0878, 0.1012, 0.0802, 0.1178]",/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/traditional adaptive composition techniques/client_profiles/weights/clean+translate73.pt
clean+translate74,clean+translate74,corrupt_fl,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/FL_C/artifacts/federated_artifact_corrupt/clean_translate,client_11_round_11.pt,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/FL_C/artifacts/federated_artifact_corrupt/clean_translate/clients/client_11_round_11.pt,client_11,11,round_snapshot,clean+translate,client_11,digit_classification,mnist_image,1x28x28,digit_label,digits_0_9,10,mnist_c_clean+translate,clean+translate,1297,"{""0"": 74, ""1"": 283, ""2"": 67, ""3"": 90, ""4"": 181, ""5"": 86, ""6"": 167, ""7"": 67, ""8"": 55, ""9"": 227}",0.07818786596710031,test,0.8964,2.1404992920000154,2.1406857919999993,0.23481895899999472,2.416350792000003,0.8964000000000001,0.9254248958835294,"[0.1036, 0.1302, 0.093, 0.111, 0.0888, 0.0898, 0.0908, 0.0934, 0.0796, 0.1198]",/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/traditional adaptive composition techniques/client_profiles/weights/clean+translate74.pt
clean+translate75,clean+translate75,corrupt_fl,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/FL_C/artifacts/federated_artifact_corrupt/clean_translate,client_11_round_12.pt,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/FL_C/artifacts/federated_artifact_corrupt/clean_translate/clients/client_11_round_12.pt,client_11,12,round_snapshot,clean+translate,client_11,digit_classification,mnist_image,1x28x28,digit_label,digits_0_9,10,mnist_c_clean+translate,clean+translate,1297,"{""0"": 74, ""1"": 283, ""2"": 67, ""3"": 90, ""4"": 181, ""5"": 86, ""6"": 167, ""7"": 67, ""8"": 55, ""9"": 227}",0.06215394194287276,test,0.9182,2.15685287499997,2.157021874999998,0.30451504199999135,2.5048406250000426,0.9182,0.9408023550535164,"[0.0932, 0.1182, 0.102, 0.0994, 0.1004, 0.0936, 0.0896, 0.0934, 0.0914, 0.1188]",/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/traditional adaptive composition techniques/client_profiles/weights/clean+translate75.pt
clean+translate76,clean+translate76,corrupt_fl,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/FL_C/artifacts/federated_artifact_corrupt/clean_translate,client_11_round_13.pt,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/FL_C/artifacts/federated_artifact_corrupt/clean_translate/clients/client_11_round_13.pt,client_11,13,round_snapshot,clean+translate,client_11,digit_classification,mnist_image,1x28x28,digit_label,digits_0_9,10,mnist_c_clean+translate,clean+translate,1297,"{""0"": 74, ""1"": 283, ""2"": 67, ""3"": 90, ""4"": 181, ""5"": 86, ""6"": 167, ""7"": 67, ""8"": 55, ""9"": 227}",0.07859423499780172,test,0.912,2.3146010419999925,2.3148625420000144,0.2560341660000063,2.6524222499999723,0.9119999999999999,0.9185953226674304,"[0.0966, 0.118, 0.1048, 0.0932, 0.1104, 0.081, 0.0876, 0.0928, 0.0912, 0.1244]",/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/traditional adaptive composition techniques/client_profiles/weights/clean+translate76.pt
clean+translate77,clean+translate77,corrupt_fl,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/FL_C/artifacts/federated_artifact_corrupt/clean_translate,client_11_round_14.pt,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/FL_C/artifacts/federated_artifact_corrupt/clean_translate/clients/client_11_round_14.pt,client_11,14,round_snapshot,clean+translate,client_11,digit_classification,mnist_image,1x28x28,digit_label,digits_0_9,10,mnist_c_clean+translate,clean+translate,1297,"{""0"": 74, ""1"": 283, ""2"": 67, ""3"": 90, ""4"": 181, ""5"": 86, ""6"": 167, ""7"": 67, ""8"": 55, ""9"": 227}",0.06480085717119051,test,0.9248,2.1376408329999776,2.1377841670000066,0.2574122080000052,2.4925357079999912,0.9248000000000001,0.9178288238001976,"[0.094, 0.126, 0.1014, 0.1078, 0.0816, 0.0936, 0.0892, 0.0902, 0.1086, 0.1076]",/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/traditional adaptive composition techniques/client_profiles/weights/clean+translate77.pt
clean+translate78,clean+translate78,corrupt_fl,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/FL_C/artifacts/federated_artifact_corrupt/clean_translate,client_11_round_15.pt,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/FL_C/artifacts/federated_artifact_corrupt/clean_translate/clients/client_11_round_15.pt,client_11,15,round_snapshot,clean+translate,client_11,digit_classification,mnist_image,1x28x28,digit_label,digits_0_9,10,mnist_c_clean+translate,clean+translate,1297,"{""0"": 74, ""1"": 283, ""2"": 67, ""3"": 90, ""4"": 181, ""5"": 86, ""6"": 167, ""7"": 67, ""8"": 55, ""9"": 227}",0.05113232189394308,test,0.8862,2.276718458000005,2.2771630419999838,0.25128283300000476,2.5811385419999624,0.8862,0.9226725223147503,"[0.0824, 0.1466, 0.0854, 0.0988, 0.1138, 0.1006, 0.0888, 0.114, 0.0644, 0.1052]",/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/traditional adaptive composition techniques/client_profiles/weights/clean+translate78.pt
clean+translate79,clean+translate79,corrupt_fl,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/FL_C/artifacts/federated_artifact_corrupt/clean_translate,client_11_round_16.pt,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/FL_C/artifacts/federated_artifact_corrupt/clean_translate/clients/client_11_round_16.pt,client_11,16,round_snapshot,clean+translate,client_11,digit_classification,mnist_image,1x28x28,digit_label,digits_0_9,10,mnist_c_clean+translate,clean+translate,1297,"{""0"": 74, ""1"": 283, ""2"": 67, ""3"": 90, ""4"": 181, ""5"": 86, ""6"": 167, ""7"": 67, ""8"": 55, ""9"": 227}",0.04817711820148609,test,0.9172,2.1403924170000437,2.140631166999981,0.24800300000003972,2.4695800420000182,0.9172,0.9330371102401831,"[0.1074, 0.1252, 0.1052, 0.0988, 0.0952, 0.0842, 0.0966, 0.0994, 0.0814, 0.1066]",/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/traditional adaptive composition techniques/client_profiles/weights/clean+translate79.pt
clean+translate80,clean+translate80,corrupt_fl,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/FL_C/artifacts/federated_artifact_corrupt/clean_translate,client_11_round_17.pt,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/FL_C/artifacts/federated_artifact_corrupt/clean_translate/clients/client_11_round_17.pt,client_11,17,round_snapshot,clean+translate,client_11,digit_classification,mnist_image,1x28x28,digit_label,digits_0_9,10,mnist_c_clean+translate,clean+translate,1297,"{""0"": 74, ""1"": 283, ""2"": 67, ""3"": 90, ""4"": 181, ""5"": 86, ""6"": 167, ""7"": 67, ""8"": 55, ""9"": 227}",0.04455690960766691,test,0.924,2.05986204200002,2.0600116250000156,0.23759366699999873,2.332841832999975,0.9240000000000002,0.9313659182039479,"[0.0986, 0.1338, 0.1026, 0.0964, 0.1094, 0.0942, 0.0904, 0.1058, 0.0708, 0.098]",/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/traditional adaptive composition techniques/client_profiles/weights/clean+translate80.pt
clean+translate81,clean+translate81,corrupt_fl,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/FL_C/artifacts/federated_artifact_corrupt/clean_translate,client_11_round_18.pt,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/FL_C/artifacts/federated_artifact_corrupt/clean_translate/clients/client_11_round_18.pt,client_11,18,round_snapshot,clean+translate,client_11,digit_classification,mnist_image,1x28x28,digit_label,digits_0_9,10,mnist_c_clean+translate,clean+translate,1297,"{""0"": 74, ""1"": 283, ""2"": 67, ""3"": 90, ""4"": 181, ""5"": 86, ""6"": 167, ""7"": 67, ""8"": 55, ""9"": 227}",0.043205922836381375,test,0.9232,3.0361324579999973,3.0364779579999777,0.40774133299998994,3.4905778749999854,0.9231999999999999,0.9221848193647392,"[0.1002, 0.1164, 0.1166, 0.1004, 0.0972, 0.0814, 0.0948, 0.078, 0.099, 0.116]",/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/traditional adaptive composition techniques/client_profiles/weights/clean+translate81.pt
clean+translate82,clean+translate82,corrupt_fl,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/FL_C/artifacts/federated_artifact_corrupt/clean_translate,client_11_round_19.pt,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/FL_C/artifacts/federated_artifact_corrupt/clean_translate/clients/client_11_round_19.pt,client_11,19,round_snapshot,clean+translate,client_11,digit_classification,mnist_image,1x28x28,digit_label,digits_0_9,10,mnist_c_clean+translate,clean+translate,1297,"{""0"": 74, ""1"": 283, ""2"": 67, ""3"": 90, ""4"": 181, ""5"": 86, ""6"": 167, ""7"": 67, ""8"": 55, ""9"": 227}",0.04264066452301587,test,0.9268,2.2636588330000222,2.263851917000011,0.22470241700000315,2.7189237499999876,0.9268000000000001,0.9238528405663737,"[0.0862, 0.1194, 0.0926, 0.111, 0.1, 0.089, 0.106, 0.0914, 0.0934, 0.111]",/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/traditional adaptive composition techniques/client_profiles/weights/clean+translate82.pt
clean+translate83,clean+translate83,corrupt_fl,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/FL_C/artifacts/federated_artifact_corrupt/clean_translate,client_11.pt,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/FL_C/artifacts/federated_artifact_corrupt/clean_translate/clients/client_11.pt,client_11,20,final_snapshot,clean+translate,client_11,digit_classification,mnist_image,1x28x28,digit_label,digits_0_9,10,mnist_c_clean+translate,clean+translate,1297,"{""0"": 74, ""1"": 283, ""2"": 67, ""3"": 90, ""4"": 181, ""5"": 86, ""6"": 167, ""7"": 67, ""8"": 55, ""9"": 227}",0.05310168655617445,test,0.9344,2.1900891669999965,2.190296250000017,0.21956495900002437,2.4837717920000273,0.9343999999999999,0.9466876068163531,"[0.0898, 0.1196, 0.101, 0.0994, 0.097, 0.0946, 0.0982, 0.1032, 0.1054, 0.0918]",/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/traditional adaptive composition techniques/client_profiles/weights/clean+translate83.pt
clean+translate84,clean+translate84,corrupt_fl,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/FL_C/artifacts/federated_artifact_corrupt/clean_translate,client_11_round_20.pt,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/FL_C/artifacts/federated_artifact_corrupt/clean_translate/clients/client_11_round_20.pt,client_11,20,round_snapshot,clean+translate,client_11,digit_classification,mnist_image,1x28x28,digit_label,digits_0_9,10,mnist_c_clean+translate,clean+translate,1297,"{""0"": 74, ""1"": 283, ""2"": 67, ""3"": 90, ""4"": 181, ""5"": 86, ""6"": 167, ""7"": 67, ""8"": 55, ""9"": 227}",0.05310168655617445,test,0.9344,2.6901374170000167,2.6906474589999902,0.27523733300000686,3.067648792,0.9343999999999999,0.9466876068163531,"[0.0898, 0.1196, 0.101, 0.0994, 0.097, 0.0946, 0.0982, 0.1032, 0.1054, 0.0918]",/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/traditional adaptive composition techniques/client_profiles/weights/clean+translate84.pt
clean+translate85,clean+translate85,corrupt_fl,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/FL_C/artifacts/federated_artifact_corrupt/clean_translate,client_12_round_1.pt,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/FL_C/artifacts/federated_artifact_corrupt/clean_translate/clients/client_12_round_1.pt,client_12,1,round_snapshot,clean+translate,client_12,digit_classification,mnist_image,1x28x28,digit_label,digits_0_9,10,mnist_c_clean+translate,clean+translate,1371,"{""0"": 291, ""1"": 89, ""2"": 67, ""3"": 234, ""4"": 181, ""5"": 182, ""6"": 118, ""7"": 67, ""8"": 55, ""9"": 87}",1.0209474888714878,test,0.5892,2.247914000000037,2.248074083000006,0.21630291700000726,2.5608148749999486,0.5892,0.7045828252665908,"[0.0906, 0.1464, 0.0872, 0.1286, 0.1394, 0.1286, 0.0744, 0.1282, 0.0266, 0.05]",/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/traditional adaptive composition techniques/client_profiles/weights/clean+translate85.pt
clean+translate86,clean+translate86,corrupt_fl,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/FL_C/artifacts/federated_artifact_corrupt/clean_translate,client_12_round_2.pt,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/FL_C/artifacts/federated_artifact_corrupt/clean_translate/clients/client_12_round_2.pt,client_12,2,round_snapshot,clean+translate,client_12,digit_classification,mnist_image,1x28x28,digit_label,digits_0_9,10,mnist_c_clean+translate,clean+translate,1371,"{""0"": 291, ""1"": 89, ""2"": 67, ""3"": 234, ""4"": 181, ""5"": 182, ""6"": 118, ""7"": 67, ""8"": 55, ""9"": 87}",0.39841750173857715,test,0.7454,2.159292416000028,2.159423875000016,0.21105283299999655,2.403886959000033,0.7454,0.7958224485155924,"[0.1154, 0.1462, 0.0862, 0.1372, 0.1312, 0.0906, 0.1048, 0.0614, 0.0542, 0.0728]",/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/traditional adaptive composition techniques/client_profiles/weights/clean+translate86.pt
clean+translate87,clean+translate87,corrupt_fl,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/FL_C/artifacts/federated_artifact_corrupt/clean_translate,client_12_round_3.pt,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/FL_C/artifacts/federated_artifact_corrupt/clean_translate/clients/client_12_round_3.pt,client_12,3,round_snapshot,clean+translate,client_12,digit_classification,mnist_image,1x28x28,digit_label,digits_0_9,10,mnist_c_clean+translate,clean+translate,1371,"{""0"": 291, ""1"": 89, ""2"": 67, ""3"": 234, ""4"": 181, ""5"": 182, ""6"": 118, ""7"": 67, ""8"": 55, ""9"": 87}",0.18782847464987726,test,0.7912,2.239133082999956,2.239379917000008,0.2223267500000361,2.5482068329999947,0.7912,0.8483586961284296,"[0.1026, 0.1068, 0.0622, 0.1816, 0.1284, 0.089, 0.0978, 0.0886, 0.0734, 0.0696]",/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/traditional adaptive composition techniques/client_profiles/weights/clean+translate87.pt
clean+translate88,clean+translate88,corrupt_fl,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/FL_C/artifacts/federated_artifact_corrupt/clean_translate,client_12_round_4.pt,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/FL_C/artifacts/federated_artifact_corrupt/clean_translate/clients/client_12_round_4.pt,client_12,4,round_snapshot,clean+translate,client_12,digit_classification,mnist_image,1x28x28,digit_label,digits_0_9,10,mnist_c_clean+translate,clean+translate,1371,"{""0"": 291, ""1"": 89, ""2"": 67, ""3"": 234, ""4"": 181, ""5"": 182, ""6"": 118, ""7"": 67, ""8"": 55, ""9"": 87}",0.13045219749663817,test,0.8428,2.089138083000023,2.0892638750000287,0.2082449999999767,2.387588375000007,0.8428000000000001,0.8842949157263458,"[0.1162, 0.1276, 0.085, 0.1272, 0.1168, 0.0838, 0.0882, 0.0932, 0.0916, 0.0704]",/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/traditional adaptive composition techniques/client_profiles/weights/clean+translate88.pt
clean+translate89,clean+translate89,corrupt_fl,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/FL_C/artifacts/federated_artifact_corrupt/clean_translate,client_12_round_5.pt,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/FL_C/artifacts/federated_artifact_corrupt/clean_translate/clients/client_12_round_5.pt,client_12,5,round_snapshot,clean+translate,client_12,digit_classification,mnist_image,1x28x28,digit_label,digits_0_9,10,mnist_c_clean+translate,clean+translate,1371,"{""0"": 291, ""1"": 89, ""2"": 67, ""3"": 234, ""4"": 181, ""5"": 182, ""6"": 118, ""7"": 67, ""8"": 55, ""9"": 87}",0.1200389489531517,test,0.8436,2.5840382920000025,2.5843399999999974,0.341153625000004,2.9620524999999702,0.8436,0.8705836134284157,"[0.1128, 0.1118, 0.0926, 0.1104, 0.132, 0.0814, 0.0854, 0.129, 0.0674, 0.0772]",/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/traditional adaptive composition techniques/client_profiles/weights/clean+translate89.pt
clean+translate90,clean+translate90,corrupt_fl,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/FL_C/artifacts/federated_artifact_corrupt/clean_translate,client_12_round_6.pt,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/FL_C/artifacts/federated_artifact_corrupt/clean_translate/clients/client_12_round_6.pt,client_12,6,round_snapshot,clean+translate,client_12,digit_classification,mnist_image,1x28x28,digit_label,digits_0_9,10,mnist_c_clean+translate,clean+translate,1371,"{""0"": 291, ""1"": 89, ""2"": 67, ""3"": 234, ""4"": 181, ""5"": 182, ""6"": 118, ""7"": 67, ""8"": 55, ""9"": 87}",0.08763915424545606,test,0.865,2.1637099170000056,2.163931041000012,0.22443358399999624,2.5387124579999636,0.865,0.9025972816365039,"[0.0956, 0.1054, 0.0966, 0.123, 0.1282, 0.0794, 0.0882, 0.0938, 0.1058, 0.084]",/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/traditional adaptive composition techniques/client_profiles/weights/clean+translate90.pt
clean+translate91,clean+translate91,corrupt_fl,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/FL_C/artifacts/federated_artifact_corrupt/clean_translate,client_12_round_7.pt,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/FL_C/artifacts/federated_artifact_corrupt/clean_translate/clients/client_12_round_7.pt,client_12,7,round_snapshot,clean+translate,client_12,digit_classification,mnist_image,1x28x28,digit_label,digits_0_9,10,mnist_c_clean+translate,clean+translate,1371,"{""0"": 291, ""1"": 89, ""2"": 67, ""3"": 234, ""4"": 181, ""5"": 182, ""6"": 118, ""7"": 67, ""8"": 55, ""9"": 87}",0.08304141224785284,test,0.8676,2.1186439999999607,2.118854082999974,0.2214447499999892,2.388109874999998,0.8676,0.8858104890355557,"[0.0982, 0.1202, 0.1056, 0.1252, 0.0934, 0.115, 0.095, 0.1022, 0.0716, 0.0736]",/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/traditional adaptive composition techniques/client_profiles/weights/clean+translate91.pt
clean+translate92,clean+translate92,corrupt_fl,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/FL_C/artifacts/federated_artifact_corrupt/clean_translate,client_12_round_8.pt,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/FL_C/artifacts/federated_artifact_corrupt/clean_translate/clients/client_12_round_8.pt,client_12,8,round_snapshot,clean+translate,client_12,digit_classification,mnist_image,1x28x28,digit_label,digits_0_9,10,mnist_c_clean+translate,clean+translate,1371,"{""0"": 291, ""1"": 89, ""2"": 67, ""3"": 234, ""4"": 181, ""5"": 182, ""6"": 118, ""7"": 67, ""8"": 55, ""9"": 87}",0.08370781695526658,test,0.8824,2.3017130000000066,2.3020910419999723,0.2381482920000053,2.5886773750000316,0.8824,0.8876444724178959,"[0.108, 0.1092, 0.108, 0.1178, 0.1178, 0.0804, 0.1006, 0.0846, 0.0984, 0.0752]",/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/traditional adaptive composition techniques/client_profiles/weights/clean+translate92.pt
clean+translate93,clean+translate93,corrupt_fl,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/FL_C/artifacts/federated_artifact_corrupt/clean_translate,client_12_round_9.pt,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/FL_C/artifacts/federated_artifact_corrupt/clean_translate/clients/client_12_round_9.pt,client_12,9,round_snapshot,clean+translate,client_12,digit_classification,mnist_image,1x28x28,digit_label,digits_0_9,10,mnist_c_clean+translate,clean+translate,1371,"{""0"": 291, ""1"": 89, ""2"": 67, ""3"": 234, ""4"": 181, ""5"": 182, ""6"": 118, ""7"": 67, ""8"": 55, ""9"": 87}",0.08328039532132221,test,0.8822,2.129827665999983,2.129987749999998,0.22887691599999016,2.456723457999999,0.8821999999999999,0.9042850802519233,"[0.1196, 0.1198, 0.1066, 0.0998, 0.124, 0.0898, 0.092, 0.1046, 0.0676, 0.0762]",/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/traditional adaptive composition techniques/client_profiles/weights/clean+translate93.pt
clean+translate94,clean+translate94,corrupt_fl,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/FL_C/artifacts/federated_artifact_corrupt/clean_translate,client_12_round_10.pt,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/FL_C/artifacts/federated_artifact_corrupt/clean_translate/clients/client_12_round_10.pt,client_12,10,round_snapshot,clean+translate,client_12,digit_classification,mnist_image,1x28x28,digit_label,digits_0_9,10,mnist_c_clean+translate,clean+translate,1371,"{""0"": 291, ""1"": 89, ""2"": 67, ""3"": 234, ""4"": 181, ""5"": 182, ""6"": 118, ""7"": 67, ""8"": 55, ""9"": 87}",0.06726023698733612,test,0.9062,2.221619125000018,2.221981584000048,0.30300212500003454,2.561247667000032,0.9061999999999999,0.9313997805589991,"[0.106, 0.1228, 0.1034, 0.129, 0.0976, 0.0894, 0.0994, 0.0944, 0.0728, 0.0852]",/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/traditional adaptive composition techniques/client_profiles/weights/clean+translate94.pt
clean+translate95,clean+translate95,corrupt_fl,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/FL_C/artifacts/federated_artifact_corrupt/clean_translate,client_12_round_11.pt,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/FL_C/artifacts/federated_artifact_corrupt/clean_translate/clients/client_12_round_11.pt,client_12,11,round_snapshot,clean+translate,client_12,digit_classification,mnist_image,1x28x28,digit_label,digits_0_9,10,mnist_c_clean+translate,clean+translate,1371,"{""0"": 291, ""1"": 89, ""2"": 67, ""3"": 234, ""4"": 181, ""5"": 182, ""6"": 118, ""7"": 67, ""8"": 55, ""9"": 87}",0.058786030830533215,test,0.9052,2.749803374999999,2.7504297500000234,0.2775710839999874,3.23190900000003,0.9052000000000001,0.9063406136309061,"[0.1122, 0.1176, 0.1098, 0.0994, 0.1002, 0.1032, 0.0888, 0.105, 0.0728, 0.091]",/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/traditional adaptive composition techniques/client_profiles/weights/clean+translate95.pt
clean+translate96,clean+translate96,corrupt_fl,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/FL_C/artifacts/federated_artifact_corrupt/clean_translate,client_12_round_12.pt,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/FL_C/artifacts/federated_artifact_corrupt/clean_translate/clients/client_12_round_12.pt,client_12,12,round_snapshot,clean+translate,client_12,digit_classification,mnist_image,1x28x28,digit_label,digits_0_9,10,mnist_c_clean+translate,clean+translate,1371,"{""0"": 291, ""1"": 89, ""2"": 67, ""3"": 234, ""4"": 181, ""5"": 182, ""6"": 118, ""7"": 67, ""8"": 55, ""9"": 87}",0.05838603879127539,test,0.912,2.390181874999996,2.3904482919999737,0.2141032500000506,2.7100595,0.9120000000000001,0.9312670311530205,"[0.0966, 0.117, 0.104, 0.1202, 0.1074, 0.087, 0.0926, 0.0926, 0.0844, 0.0982]",/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/traditional adaptive composition techniques/client_profiles/weights/clean+translate96.pt
clean+translate97,clean+translate97,corrupt_fl,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/FL_C/artifacts/federated_artifact_corrupt/clean_translate,client_12_round_13.pt,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/FL_C/artifacts/federated_artifact_corrupt/clean_translate/clients/client_12_round_13.pt,client_12,13,round_snapshot,clean+translate,client_12,digit_classification,mnist_image,1x28x28,digit_label,digits_0_9,10,mnist_c_clean+translate,clean+translate,1371,"{""0"": 291, ""1"": 89, ""2"": 67, ""3"": 234, ""4"": 181, ""5"": 182, ""6"": 118, ""7"": 67, ""8"": 55, ""9"": 87}",0.049928893772602984,test,0.9136,2.0431689160000133,2.0433148749999646,0.2397695829999975,2.3700888750000217,0.9136,0.938965475209351,"[0.0852, 0.1124, 0.103, 0.1304, 0.1028, 0.0798, 0.0964, 0.1, 0.0896, 0.1004]",/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/traditional adaptive composition techniques/client_profiles/weights/clean+translate97.pt
